time_s,pc0,pc1,pc2,pc3,i0,v0,i1,v1,i2,v2,i3,v3,i4,v4,i5,v5,i6,v6
73.818920,0,0,0,0,0.907679,5.009705,0.010449,1.581522,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819008,0,0,0,0,0.916829,5.007404,0.010449,1.581522,0.006612,1.510308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819096,0,0,0,0,0.929832,5.005102,0.010449,1.580752,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819183,0,0,0,0,0.931116,5.011239,0.010449,1.579983,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819271,0,0,0,0,0.927264,5.012006,0.010449,1.580752,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819359,0,0,0,0,0.921806,5.015842,0.010449,1.580752,0.006612,1.511076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819447,0,0,0,0,0.919077,5.016609,0.010449,1.580752,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819542,0,0,0,0,0.917632,5.018910,0.010449,1.578444,0.006612,1.511076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819630,0,0,0,0,0.920682,5.019677,0.010449,1.580752,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819717,0,0,0,0,0.918756,5.019677,0.010449,1.579983,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819805,0,0,0,0,0.915866,5.019677,0.010449,1.581522,0.006612,1.510308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819893,0,0,0,0,0.910408,5.021211,0.010449,1.583061,0.006612,1.510308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.819981,0,0,0,0,0.901419,5.018910,0.010449,1.580752,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820068,0,0,0,0,0.901097,5.025814,0.010449,1.579983,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820156,0,0,0,0,0.898850,5.028115,0.010449,1.579983,0.006612,1.511076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820244,0,0,0,0,0.897245,5.030416,0.010449,1.581522,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820332,0,0,0,0,0.890021,5.030416,0.010449,1.579983,0.006612,1.511076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820420,0,0,0,0,0.882155,5.029649,0.010449,1.582291,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820507,0,0,0,0,0.878302,5.034252,0.010449,1.579983,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820595,0,0,0,0,0.877821,5.032718,0.010449,1.582291,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820683,0,0,0,0,0.875092,5.032718,0.010449,1.580752,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820771,0,0,0,0,0.871079,5.032718,0.010449,1.580752,0.006612,1.510308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820858,0,0,0,0,0.867386,5.031951,0.010449,1.580752,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.820946,0,0,0,0,0.869794,5.030416,0.010449,1.581522,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821034,0,0,0,0,0.866263,5.027348,0.010449,1.581522,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821122,0,0,0,0,0.866584,5.029649,0.010449,1.581522,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821209,0,0,0,0,0.867226,5.032718,0.010449,1.580752,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821297,0,0,0,0,0.869634,5.034252,0.010449,1.582291,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821385,0,0,0,0,0.869473,5.031951,0.010449,1.582291,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821473,0,0,0,0,0.870436,5.031951,0.010449,1.579983,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821560,0,0,0,0,0.873165,5.038087,0.010449,1.579983,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821648,0,0,0,0,0.856470,5.032718,0.010449,1.580752,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73.821736,0,0,0,0,0.838652,5.029649,0.010449,1.583061,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
